index	loc	scaffold	locus	posit	target	dist	f1	f2	signif	select	parent	swap	new_signif
5015	CN_S003548M82563	CN_S003548	CN_S003548M82563	82563	CN_S003548M82705	19	0.0811965811965812	0.0148514851485149	202	small		NA	202
5016	CN_S003548M82705	CN_S003548	CN_S003548M82705	82705	CN_S003548M82563	19	0.0811965811965812	0.0148514851485149	202	small		NA	202
5017	CN_S003561M304937	CN_S003561	CN_S003561M304937	304937	CN_S003561M305029	45	0.192307692307692	0.0609756097560976	164	large		NA	164
5018	CN_S003561M305029	CN_S003561	CN_S003561M305029	305029	CN_S003561M463810	23.5	0.10042735042735	0.0394088669950739	203	small		NA	203
5019	CN_S003561M306560	CN_S003561	CN_S003561M306560	306560	CN_S003561M305029	31	0.132478632478632	0.0376344086021505	186	small		NA	186
5020	CN_S003561M463597	CN_S003561	CN_S003561M463597	463597	CN_S003561M305029	38.5	0.164529914529915	0.029940119760479	167	small		NA	167
5021	CN_S003561M463810	CN_S003561	CN_S003561M463810	463810	CN_S003561M305029	23.5	0.10042735042735	0.0394088669950739	203	small		NA	203
5022	CN_S003594M113188	CN_S003594	CN_S003594M113188	113188	CN_S003594M132881	43	0.183760683760684	0.0256410256410256	156	small		NA	156
5023	CN_S003594M126814	CN_S003594	CN_S003594M126814	126814	CN_S003594M132881	23	0.0982905982905983	0.0154639175257732	194	small		NA	194
5024	CN_S003594M132881	CN_S003594	CN_S003594M132881	132881	CN_S003594M166250	22.5	0.0961538461538462	0.0153846153846154	195	small		NA	195
5025	CN_S003594M148791	CN_S003594	CN_S003594M148791	148791	CN_S003594M148820	10.5	0.0448717948717949	0	213	quasi-redundent	4463	no	231
5026	CN_S003594M148820	CN_S003594	CN_S003594M148820	148820	CN_S003594M148791	10.5	0.0448717948717949	0	213	chosen	10990	no	231
5027	CN_S003594M166250	CN_S003594	CN_S003594M166250	166250	CN_S003594M132881	22.5	0.0961538461538462	0.0153846153846154	195	small		NA	195
5028	CN_S003594M223542	CN_S003594	CN_S003594M223542	223542	CN_S003594M132881	33	0.141025641025641	0.0172413793103448	174	small		NA	174
5029	CN_S003600M103785	CN_S003600	CN_S003600M103785	103785	NA	NA	NA	NA	234	single		NA	234
5030	CN_S003605M22657	CN_S003605	CN_S003605M22657	22657	CN_S003605M47337	25	0.106837606837607	0.0208333333333333	192	small		NA	192
5031	CN_S003605M22739	CN_S003605	CN_S003605M22739	22739	CN_S003605M22657	26	0.111111111111111	0.0309278350515464	194	small		NA	194
5032	CN_S003605M47337	CN_S003605	CN_S003605M47337	47337	CN_S003605M53984	24	0.102564102564103	0.0105263157894737	190	small		NA	190
5033	CN_S003605M53984	CN_S003605	CN_S003605M53984	53984	CN_S003605M47337	24	0.102564102564103	0.0105263157894737	190	small		NA	190
5034	CN_S003613M49619	CN_S003613	CN_S003613M49619	49619	CN_S003613M68620	30.5	0.13034188034188	0.0471204188481675	191	small		NA	191
5035	CN_S003613M68620	CN_S003613	CN_S003613M68620	68620	CN_S003613M505769	17.5	0.0747863247863248	0.028436018957346	211	small		NA	211
5036	CN_S003613M151535	CN_S003613	CN_S003613M151535	151535	CN_S003613M68620	36	0.153846153846154	0.0344827586206897	174	small		NA	174
5037	CN_S003613M363483	CN_S003613	CN_S003613M363483	363483	CN_S003613M68620	26.5	0.113247863247863	0.0160427807486631	187	small		NA	187
5038	CN_S003613M505769	CN_S003613	CN_S003613M505769	505769	CN_S003613M68620	17.5	0.0747863247863248	0.028436018957346	211	small		NA	211
5039	CN_S003613M759182	CN_S003613	CN_S003613M759182	759182	CN_S003613M759230	10.5	0.0448717948717949	0.00465116279069767	215	small		NA	215
5040	CN_S003613M759230	CN_S003613	CN_S003613M759230	759230	CN_S003613M759182	10.5	0.0448717948717949	0.00465116279069767	215	small		NA	215
5041	CN_S003613M777633	CN_S003613	CN_S003613M777633	777633	CN_S003613M68620	24.5	0.104700854700855	0.0157068062827225	191	small		NA	191
5042	CN_S003613M895403	CN_S003613	CN_S003613M895403	895403	CN_S003613M505769	20.5	0.0876068376068376	0.0246305418719212	203	small		NA	203
5043	CN_S003613M906921	CN_S003613	CN_S003613M906921	906921	CN_S003613M906923	30	0.128205128205128	0	174	quasi-redundent	4480	no	207
5044	CN_S003613M906923	CN_S003613	CN_S003613M906923	906923	CN_S003613M906921	30	0.128205128205128	0	174	chosen	10990	no	207
5045	CN_S003613M919714	CN_S003613	CN_S003613M919714	919714	CN_S003613M759182	37.5	0.16025641025641	0.0350877192982456	171	small		NA	171
5046	CN_S003616M408620	CN_S003616	CN_S003616M408620	408620	CN_S003616M408622	11.5	0.0491452991452991	0	211	chosen	NA	yes	216
5047	CN_S003616M408622	CN_S003616	CN_S003616M408622	408622	CN_S003616M408620	11.5	0.0491452991452991	0	211	swaped	4482	yes	213
5048	CN_S003616M453997	CN_S003616	CN_S003616M453997	453997	CN_S003616M454048	11.5	0.0491452991452991	0	211	quasi-redundent	4486	no	220
5049	CN_S003616M454001	CN_S003616	CN_S003616M454001	454001	CN_S003616M454048	14	0.0598290598290598	0	206	quasi-redundent	4486	no	220
5050	CN_S003616M454048	CN_S003616	CN_S003616M454048	454048	CN_S003616M453997	11.5	0.0491452991452991	0	211	chosen	10990	no	220
5051	CN_S003616M454131	CN_S003616	CN_S003616M454131	454131	CN_S003616M454048	31	0.132478632478632	0.0274725274725275	182	small		NA	182
5052	CN_S003616M459761	CN_S003616	CN_S003616M459761	459761	CN_S003616M459772	26.5	0.113247863247863	0	181	quasi-redundent	4489	no	181
5053	CN_S003616M459772	CN_S003616	CN_S003616M459772	459772	CN_S003616M459761	26.5	0.113247863247863	0	181	chosen	10990	no	181
5054	CN_S003621M123636	CN_S003621	CN_S003621M123636	123636	CN_S003621M725472	29	0.123931623931624	0.0217391304347826	184	small		NA	184
5055	CN_S003621M279400	CN_S003621	CN_S003621M279400	279400	CN_S003621M279459	32	0.136752136752137	0.0277777777777778	180	small		NA	180
5056	CN_S003621M279459	CN_S003621	CN_S003621M279459	279459	CN_S003621M279461	8.5	0.0363247863247863	0	217	quasi-redundent	4493	no	228
5057	CN_S003621M279461	CN_S003621	CN_S003621M279461	279461	CN_S003621M279459	8.5	0.0363247863247863	0	217	chosen	10990	no	228
5058	CN_S003621M400441	CN_S003621	CN_S003621M400441	400441	CN_S003621M725472	40.5	0.173076923076923	0.0473372781065089	169	small		NA	169
5059	CN_S003621M482117	CN_S003621	CN_S003621M482117	482117	CN_S003621M725472	22	0.094017094017094	0.025	200	small		NA	200
5060	CN_S003621M528239	CN_S003621	CN_S003621M528239	528239	CN_S003621M725472	16	0.0683760683760684	0.0144230769230769	208	small		NA	208
5061	CN_S003621M534643	CN_S003621	CN_S003621M534643	534643	CN_S003621M725472	18	0.0769230769230769	0.0194174757281553	206	small		NA	206
5062	CN_S003621M537914	CN_S003621	CN_S003621M537914	537914	CN_S003621M725472	31.5	0.134615384615385	0.0327868852459016	183	small		NA	183
5063	CN_S003621M717999	CN_S003621	CN_S003621M717999	717999	CN_S003621M725472	24	0.102564102564103	0.015625	192	small		NA	192
5064	CN_S003621M725472	CN_S003621	CN_S003621M725472	725472	CN_S003621M279459	13.5	0.0576923076923077	0.0186046511627907	215	small		NA	215
5065	CN_S003621M725557	CN_S003621	CN_S003621M725557	725557	CN_S003621M725472	17.5	0.0747863247863248	0.00985221674876847	203	small		NA	203
5066	CN_S003621M868550	CN_S003621	CN_S003621M868550	868550	CN_S003621M725472	24.5	0.104700854700855	0.0105820105820106	189	small		NA	189
5067	CN_S003621M869039	CN_S003621	CN_S003621M869039	869039	CN_S003621M725472	20	0.0854700854700855	0.015	200	small		NA	200
5068	CN_S003621M915614	CN_S003621	CN_S003621M915614	915614	CN_S003621M915639	24	0.102564102564103	0	186	quasi-redundent	4505	no	218
5069	CN_S003621M915639	CN_S003621	CN_S003621M915639	915639	CN_S003621M915614	24	0.102564102564103	0	186	chosen	10990	no	218
5070	CN_S003621M915685	CN_S003621	CN_S003621M915685	915685	CN_S003621M915709	20	0.0854700854700855	0	194	quasi-redundent	4507	no	214
5071	CN_S003621M915709	CN_S003621	CN_S003621M915709	915709	CN_S003621M915685	20	0.0854700854700855	0	194	chosen	10990	no	214
5072	CN_S003621M915733	CN_S003621	CN_S003621M915733	915733	CN_S003621M915685	20	0.0854700854700855	0	194	quasi-redundent	4507	no	214
5073	CN_S003621M980619	CN_S003621	CN_S003621M980619	980619	CN_S003621M725472	17	0.0726495726495727	0.0192307692307692	208	small		NA	208
5074	CN_S003629M63338	CN_S003629	CN_S003629M63338	63338	CN_S003629M111441	40.5	0.173076923076923	0.0628571428571429	175	large		NA	175
5075	CN_S003629M111441	CN_S003629	CN_S003629M111441	111441	CN_S003629M63338	40.5	0.173076923076923	0.0628571428571429	175	large		NA	175
5076	CN_S003630M235561	CN_S003630	CN_S003630M235561	235561	CN_S003630M302585	39	0.166666666666667	0.0411764705882353	170	small		NA	170
5077	CN_S003630M268692	CN_S003630	CN_S003630M268692	268692	CN_S003630M302585	28.5	0.121794871794872	0.0552763819095477	199	large		NA	199
5078	CN_S003630M302585	CN_S003630	CN_S003630M302585	302585	CN_S003630M627352	20.5	0.0876068376068376	0.0338164251207729	207	small		NA	207
5079	CN_S003630M392883	CN_S003630	CN_S003630M392883	392883	CN_S003630M627352	21.5	0.0918803418803419	0.0295566502463054	203	small		NA	203
5080	CN_S003630M400051	CN_S003630	CN_S003630M400051	400051	CN_S003630M302585	29	0.123931623931624	0.0368421052631579	190	small		NA	190
5081	CN_S003630M451970	CN_S003630	CN_S003630M451970	451970	CN_S003630M627352	22	0.094017094017094	0.025	200	small		NA	200
5082	CN_S003630M455164	CN_S003630	CN_S003630M455164	455164	CN_S003630M627352	27.5	0.117521367521368	0.0456852791878173	197	small		NA	197
5083	CN_S003630M627352	CN_S003630	CN_S003630M627352	627352	CN_S003630M302585	20.5	0.0876068376068376	0.0338164251207729	207	small		NA	207
5084	CN_S003630M681927	CN_S003630	CN_S003630M681927	681927	CN_S003630M627352	31	0.132478632478632	0.0612244897959184	196	large		NA	196
5085	CN_S003630M890188	CN_S003630	CN_S003630M890188	890188	CN_S003630M890221	15.5	0.0662393162393162	0	203	quasi-redundent	4520	no	224
5086	CN_S003630M890221	CN_S003630	CN_S003630M890221	890221	CN_S003630M890188	15.5	0.0662393162393162	0	203	chosen	10990	no	224
5087	CN_S003630M934351	CN_S003630	CN_S003630M934351	934351	CN_S003630M627352	30	0.128205128205128	0.0372340425531915	188	small		NA	188
5088	CN_S003630M979184	CN_S003630	CN_S003630M979184	979184	CN_S003630M627352	28	0.11965811965812	0.0364583333333333	192	small		NA	192
5089	CN_S003630M987817	CN_S003630	CN_S003630M987817	987817	CN_S003630M627352	26.5	0.113247863247863	0.0358974358974359	195	small		NA	195
5090	CN_S003630M992655	CN_S003630	CN_S003630M992655	992655	CN_S003630M627352	24.5	0.104700854700855	0.0304568527918782	197	small		NA	197
5091	CN_S003630M1008035	CN_S003630	CN_S003630M1008035	1008035	CN_S003630M627352	28.5	0.121794871794872	0.0216216216216216	185	small		NA	185
5092	CN_S003630M1213906	CN_S003630	CN_S003630M1213906	1213906	CN_S003630M992655	40	0.170940170940171	0.0574712643678161	174	large		NA	174
5093	CN_S003630M1253916	CN_S003630	CN_S003630M1253916	1253916	CN_S003630M1253917	18	0.0769230769230769	0	198	quasi-redundent	4528	no	222
5094	CN_S003630M1253917	CN_S003630	CN_S003630M1253917	1253917	CN_S003630M1253916	18	0.0769230769230769	0	198	chosen	10990	no	222
5095	CN_S003630M1359743	CN_S003630	CN_S003630M1359743	1359743	CN_S003630M1379627	24	0.102564102564103	0.0303030303030303	198	small		NA	198
5096	CN_S003630M1379627	CN_S003630	CN_S003630M1379627	1379627	CN_S003630M1359743	24	0.102564102564103	0.0303030303030303	198	small		NA	198
5097	CN_S003630M1418462	CN_S003630	CN_S003630M1418462	1418462	CN_S003630M1559380	30	0.128205128205128	0.032258064516129	186	small		NA	186
5098	CN_S003630M1420675	CN_S003630	CN_S003630M1420675	1420675	CN_S003630M627352	37	0.158119658119658	0.0348837209302326	172	small		NA	172
5099	CN_S003630M1439450	CN_S003630	CN_S003630M1439450	1439450	CN_S003630M1454164	40	0.170940170940171	0.01875	160	small		NA	160
5100	CN_S003630M1454164	CN_S003630	CN_S003630M1454164	1454164	CN_S003630M1379627	26	0.111111111111111	0.0260416666666667	192	small		NA	192
5101	CN_S003630M1490734	CN_S003630	CN_S003630M1490734	1490734	CN_S003630M1490745	30	0.128205128205128	0	174	quasi-redundent	4536	no	219
5102	CN_S003630M1490745	CN_S003630	CN_S003630M1490745	1490745	CN_S003630M1490734	30	0.128205128205128	0	174	chosen	10990	no	219
5103	CN_S003630M1553771	CN_S003630	CN_S003630M1553771	1553771	CN_S003630M1359743	34.5	0.147435897435897	0.0391061452513966	179	small		NA	179
5104	CN_S003630M1559380	CN_S003630	CN_S003630M1559380	1559380	CN_S003630M1359743	25	0.106837606837607	0.0353535353535354	198	small		NA	198
5105	CN_S003630M1559484	CN_S003630	CN_S003630M1559484	1559484	CN_S003630M627352	28	0.11965811965812	0.0505050505050505	198	large		NA	198
5106	CN_S003630M1579344	CN_S003630	CN_S003630M1579344	1579344	CN_S003630M1379627	26.5	0.113247863247863	0.0406091370558376	197	small		NA	197
5107	CN_S003630M1822630	CN_S003630	CN_S003630M1822630	1822630	CN_S003630M1822631	27	0.115384615384615	0	180	quasi-redundent	4542	no	221
5108	CN_S003630M1822631	CN_S003630	CN_S003630M1822631	1822631	CN_S003630M1822630	27	0.115384615384615	0	180	chosen	10990	no	221
5109	CN_S003630M1846568	CN_S003630	CN_S003630M1846568	1846568	CN_S003630M627352	36	0.153846153846154	0.0645161290322581	186	large		NA	186
5110	CN_S003630M1852900	CN_S003630	CN_S003630M1852900	1852900	CN_S003630M1559380	36.5	0.155982905982906	0.0451977401129944	177	small		NA	177
5111	CN_S003642M344433	CN_S003642	CN_S003642M344433	344433	CN_S003642M361438	36	0.153846153846154	0.0344827586206897	174	small		NA	174
5112	CN_S003642M353053	CN_S003642	CN_S003642M353053	353053	CN_S003642M361438	30	0.128205128205128	0.0606060606060606	198	large		NA	198
5113	CN_S003642M361438	CN_S003642	CN_S003642M361438	361438	CN_S003642M361452	8.5	0.0363247863247863	0	217	quasi-redundent	4548	no	217
5114	CN_S003642M361452	CN_S003642	CN_S003642M361452	361452	CN_S003642M361438	8.5	0.0363247863247863	0	217	chosen	10990	no	217
5115	CN_S003642M361455	CN_S003642	CN_S003642M361455	361455	CN_S003642M361438	8.5	0.0363247863247863	0	217	quasi-redundent	4548	no	217
5116	CN_S003642M361460	CN_S003642	CN_S003642M361460	361460	CN_S003642M361438	8.5	0.0363247863247863	0	217	quasi-redundent	4548	no	217
5117	CN_S003642M361463	CN_S003642	CN_S003642M361463	361463	CN_S003642M361438	8.5	0.0363247863247863	0	217	quasi-redundent	4548	no	217
5118	CN_S003642M361469	CN_S003642	CN_S003642M361469	361469	CN_S003642M361438	9	0.0384615384615385	0	216	quasi-redundent	4548	no	217
5119	CN_S003642M361470	CN_S003642	CN_S003642M361470	361470	CN_S003642M361438	8.5	0.0363247863247863	0	217	quasi-redundent	4548	no	217
5120	CN_S003655M101564	CN_S003655	CN_S003655M101564	101564	NA	NA	NA	NA	234	single		NA	234
5121	CN_S003660M52719	CN_S003660	CN_S003660M52719	52719	NA	NA	NA	NA	234	single		NA	234
5122	CN_S003661M23725	CN_S003661	CN_S003661M23725	23725	CN_S003661M293974	16.5	0.0705128205128205	0.0191387559808612	209	small		NA	209
5123	CN_S003661M293974	CN_S003661	CN_S003661M293974	293974	CN_S003661M23725	16.5	0.0705128205128205	0.0191387559808612	209	small		NA	209
5124	CN_S003666M64680	CN_S003666	CN_S003666M64680	64680	CN_S003666M387705	33.5	0.143162393162393	0.06282722513089	191	large		NA	191
5125	CN_S003666M188235	CN_S003666	CN_S003666M188235	188235	CN_S003666M387705	20.5	0.0876068376068376	0.0338164251207729	207	small		NA	207
5126	CN_S003666M267175	CN_S003666	CN_S003666M267175	267175	CN_S003666M387705	25.5	0.108974358974359	0.062200956937799	209	large		NA	209
5127	CN_S003666M302974	CN_S003666	CN_S003666M302974	302974	CN_S003666M544043	22	0.094017094017094	0.0297029702970297	202	small		NA	202
5128	CN_S003666M371340	CN_S003666	CN_S003666M371340	371340	CN_S003666M371352	9	0.0384615384615385	0	216	quasi-redundent	4560	no	228
5129	CN_S003666M371348	CN_S003666	CN_S003666M371348	371348	CN_S003666M371352	11.5	0.0491452991452991	0	211	quasi-redundent	4560	no	228
5130	CN_S003666M371352	CN_S003666	CN_S003666M371352	371352	CN_S003666M371340	9	0.0384615384615385	0	216	chosen	10990	no	228
5131	CN_S003666M384734	CN_S003666	CN_S003666M384734	384734	CN_S003666M387705	26	0.111111111111111	0.0309278350515464	194	small		NA	194
5132	CN_S003666M384767	CN_S003666	CN_S003666M384767	384767	CN_S003666M387705	17.5	0.0747863247863248	0.0146341463414634	205	small		NA	205
5133	CN_S003666M387705	CN_S003666	CN_S003666M387705	387705	CN_S003666M544043	12.5	0.0534188034188034	0.0228310502283105	219	small		NA	219
5134	CN_S003666M544043	CN_S003666	CN_S003666M544043	544043	CN_S003666M387705	12.5	0.0534188034188034	0.0228310502283105	219	small		NA	219
5135	CN_S003666M550059	CN_S003666	CN_S003666M550059	550059	CN_S003666M544043	24	0.102564102564103	0.0206185567010309	194	small		NA	194
5136	CN_S003671M113278	CN_S003671	CN_S003671M113278	113278	NA	NA	NA	NA	234	single		NA	234
5137	CN_S003685M19687	CN_S003685	CN_S003685M19687	19687	CN_S003685M94205	34	0.145299145299145	0.0388888888888889	180	small		NA	180
5138	CN_S003685M48075	CN_S003685	CN_S003685M48075	48075	CN_S003685M318328	28.5	0.121794871794872	0.0317460317460317	189	small		NA	189
5139	CN_S003685M48132	CN_S003685	CN_S003685M48132	48132	CN_S003685M318328	31.5	0.134615384615385	0.0327868852459016	183	small		NA	183
5140	CN_S003685M80569	CN_S003685	CN_S003685M80569	80569	CN_S003685M318328	30.5	0.13034188034188	0.0167597765363128	179	small		NA	179
5141	CN_S003685M94205	CN_S003685	CN_S003685M94205	94205	CN_S003685M318328	18.5	0.0790598290598291	0.0147783251231527	203	small		NA	203
5142	CN_S003685M94292	CN_S003685	CN_S003685M94292	94292	CN_S003685M318328	19.5	0.0833333333333333	0.0050761421319797	197	small		NA	197
5143	CN_S003685M108688	CN_S003685	CN_S003685M108688	108688	CN_S003685M302400	32.5	0.138888888888889	0.0225988700564972	177	small		NA	177
5144	CN_S003685M166569	CN_S003685	CN_S003685M166569	166569	CN_S003685M318328	26.5	0.113247863247863	0.0310880829015544	193	small		NA	193
5145	CN_S003685M251114	CN_S003685	CN_S003685M251114	251114	CN_S003685M318328	25.5	0.108974358974359	0.0402010050251256	199	small		NA	199
5146	CN_S003685M302400	CN_S003685	CN_S003685M302400	302400	CN_S003685M318328	17.5	0.0747863247863248	0.00497512437810945	201	small		NA	201
5147	CN_S003685M318328	CN_S003685	CN_S003685M318328	318328	CN_S003685M302400	17.5	0.0747863247863248	0.00497512437810945	201	small		NA	201
5148	CN_S003685M382289	CN_S003685	CN_S003685M382289	382289	CN_S003685M318328	28	0.11965811965812	0.0315789473684211	190	small		NA	190
5149	CN_S003685M652622	CN_S003685	CN_S003685M652622	652622	CN_S003685M318328	19	0.0811965811965812	0.0242718446601942	206	small		NA	206
5150	CN_S003685M856942	CN_S003685	CN_S003685M856942	856942	CN_S003685M318328	35.5	0.151709401709402	0.0289017341040462	173	small		NA	173
5151	CN_S003692M217208	CN_S003692	CN_S003692M217208	217208	CN_S003692M217248	13	0.0555555555555556	0	208	quasi-redundent	4581	no	208
5152	CN_S003692M217248	CN_S003692	CN_S003692M217248	217248	CN_S003692M217208	13	0.0555555555555556	0	208	chosen	10990	no	208
5153	CN_S003692M217338	CN_S003692	CN_S003692M217338	217338	CN_S003692M217208	27	0.115384615384615	0.03125	192	small		NA	192
5154	CN_S003700M17693	CN_S003700	CN_S003700M17693	17693	CN_S003700M38468	35	0.14957264957265	0.0543478260869565	184	large		NA	184
5155	CN_S003700M38468	CN_S003700	CN_S003700M38468	38468	CN_S003700M17693	35	0.14957264957265	0.0543478260869565	184	large		NA	184
5156	CN_S003711M67061	CN_S003711	CN_S003711M67061	67061	CN_S003711M560637	24.5	0.104700854700855	0.0207253886010363	193	small		NA	193
5157	CN_S003711M116519	CN_S003711	CN_S003711M116519	116519	CN_S003711M247375	31.5	0.134615384615385	0.0327868852459016	183	small		NA	183
5158	CN_S003711M165762	CN_S003711	CN_S003711M165762	165762	CN_S003711M560637	18.5	0.0790598290598291	0.0195121951219512	205	small		NA	205
5159	CN_S003711M166737	CN_S003711	CN_S003711M166737	166737	CN_S003711M165762	35	0.14957264957265	0.0340909090909091	176	small		NA	176
5160	CN_S003711M247375	CN_S003711	CN_S003711M247375	247375	CN_S003711M165762	22	0.094017094017094	0.0153061224489796	196	small		NA	196
5161	CN_S003711M260779	CN_S003711	CN_S003711M260779	260779	CN_S003711M260842	16	0.0683760683760684	0	202	quasi-redundent	4589	no	227
5162	CN_S003711M260842	CN_S003711	CN_S003711M260842	260842	CN_S003711M260779	16	0.0683760683760684	0	202	chosen	10990	no	227
